45.0,5.085046666666669
63.0,5.424550000000002
57.0,5.576360000000001
48.0,6.289183333333335
62.0,6.764193333333331
59.0,5.510726666666667
57.0,5.053260000000002
57.0,5.43176
51.0,5.404106666666666
57.0,5.973333333333334
56.0,6.842179999999998
58.0,8.086163333333323
54.0,9.357983333333333
60.0,7.776453333333325
60.0,5.716946666666667
56.0,5.547626666666668
60.0,5.159926666666668
66.0,6.972303333333335
57.0,5.286096666666668
57.0,5.221496666666667
53.0,5.167066666666669
63.0,5.7692266666666665
63.0,5.757956666666667
55.0,6.123020000000001
53.0,6.4410566666666655
57.0,5.687096666666669
55.0,4.773293333333334
61.0,5.79587
58.0,5.315820000000001
57.0,5.030690000000002
54.0,5.750723333333334
53.0,5.199863333333337
