23,2.409226667,4.46943
49,3.330346667,4.478023333
47,3.5344,4.452196667
51,3.824643333,4.414586667
35,2.431883333,4.498693333
37,2.8011,4.471506667
43,3.246283333,4.489946667
46,3.310856667,4.494536667
34,2.605163333,4.486946667
48,3.241136667,4.48062
41,3.425616667,4.44868
56,3.956926667,4.483533333
38,2.85964,4.491743333
41,2.789836667,4.489373333
34,2.749753333,4.49089
41,3.111793333,4.46567
56,4.092336667,4.46121
47,3.449266667,4.47695
44,3.226736667,4.482856667
52,3.707763333,4.478946667
40,3.184643333,4.47916
57,3.837856667,4.45536
39,3.02052,4.48157
33,2.537553333,4.47959
39,2.865673333,4.485276667
38,2.749813333,4.484323333
42,3.36206,4.488103333
49,3.262593333,4.45601
34,2.68613,4.467463333
51,3.81645,4.36033
47,3.479053333,4.481463333
43,3.316996667,4.47475
48,3.43083,4.483353333
39,2.917006667,4.468286667
48,3.37239,4.487026667
49,3.76619,4.469206667
48,3.863636667,4.463753333
50,3.345686667,4.440413333
40,3.144753333,4.4872
48,3.280083333,4.469443333
24,2.10972,4.469006667
38,2.759133333,4.508653333
34,2.37853,4.469803333
29,2.35184,4.502436667
34,2.317006667,4.498236667
32,2.398003333,4.479736667
25,2.016373333,4.510103333
47,3.306706667,4.4666
38,2.984716667,4.47033
30,1.97847,4.502063333
25,1.745513333,4.500606667
32,2.808253333,4.4832
41,2.54461,4.45955
31,2.509766667,4.46263
41,2.950836667,4.48307
32,2.271806667,4.486136667
24,2.199933333,4.47687
39,2.486196667,4.472296667
24,1.890266667,4.487416667
36,2.553913333,4.476846667
24,1.91175,4.4693
36,2.45544,4.484436667
23,1.839036667,4.45236
31,2.534426667,4.46457
36,2.70775,4.439796667
37,2.42051,4.47002
41,3.08926,4.441093333
28,1.996933333,4.509826667
26,2.22364,4.50836
36,2.28821,4.45829
33,2.51589,4.481893333
37,2.769256667,4.484823333
30,2.334386667,4.47505
34,2.638016667,4.453526667
36,2.47907,4.48523
28,2.15386,4.506233333
36,2.553916667,4.47997
45,3.364196667,4.46832
34,2.565263333,4.502603333
41,2.88926,4.477833333
30,2.69857,4.322673333
43,2.98464,4.474776667
35,2.640113333,4.503163333
28,2.104673333,4.466583333
32,2.321093333,4.287086667
27,1.81024,4.46723
28,2.210353333,4.411693333
42,2.97951,4.47137
33,2.46566,4.473896667
35,2.49138,4.48567
35,2.78882,4.491633333
37,2.697486667,4.462126667
43,3.03181,4.47442
31,2.836006667,4.445303333
47,3.0718,4.47947
28,2.13233,4.466263333
32,2.36926,4.488266667
38,2.938533333,4.439306667
31,2.146536667,4.476636667
42,3.050283333,4.47209
34,2.919046667,4.490493333
52,3.722083333,4.45757
43,3.012413333,4.461056667
41,3.198926667,4.406813333
36,2.38977,4.488756667
37,2.929326667,4.465773333
36,2.68109,4.479213333
38,2.689283333,4.503896667
32,2.489263333,4.489866667
30,2.006066667,4.492196667
44,3.15597,4.493906667
30,2.355926667,4.49629
46,3.325216667,4.454396667
32,2.490336667,4.501703333
40,2.99905,4.47643
42,2.98676,4.453806667
39,3.278006667,4.481056667
46,3.142693333,4.462066667
35,2.480096667,4.47802
43,3.05551,4.4785725
40,2.882123333,4.473003333
45,3.346726667,4.474926667
45,3.42058,4.48038
52,3.67591,4.439743333
35,2.68422,4.46549
47,3.691346667,4.43746
39,2.86368,4.439593333
45,3.222663333,4.468973333
45,3.305696667,4.467603333
43,3.25035,4.470236667
57,4.380513333,4.424986667
47,3.679016667,4.45812
55,3.895376667,4.448836667
56,4.1139,4.444026667
55,4.107726667,4.45194
41,2.879006667,4.48622
44,3.361086667,4.483576667
42,2.83902,4.45941
37,2.823643333,4.50954
38,2.878973333,4.46906
33,2.36218,4.501446667
44,3.342623333,4.45537
44,3.150853333,4.446473333
43,3.41341,4.478416667
55,4.011256667,4.483923333
