92.0,9.486100000000011
106.0,8.209233333333314
109.0,8.588656666666656
105.0,8.285099999999982
101.0,7.982586666666666
102.0,8.029726666666678
109.0,8.432820000000019
102.0,8.246093333333345
113.0,8.637803333333332
109.0,8.594799999999992
113.0,8.87585333333332
110.0,8.966063333333306
107.0,8.188726666666648
109.0,8.62349666666663
106.0,8.193889999999993
108.0,8.494309999999988
109.0,8.710736666666657
109.0,8.731219999999997
118.0,9.23881666666668
110.0,8.612293333333326
102.0,8.541453333333319
114.0,8.794829999999992
103.0,7.998980000000018
103.0,9.27484333333334
116.0,9.10351666666668
114.0,8.875809999999975
103.0,8.098436666666665
107.0,8.545613333333328
105.0,8.336399999999994
106.0,8.400999999999996
