75.0,7.197953333333332
91.0,7.366226666666662
94.0,7.824596666666677
98.0,7.987739999999999
88.0,7.08009
87.0,7.249276666666666
88.0,7.411343333333337
93.0,7.576426666666648
97.0,8.049233333333314
97.0,7.632819999999999
95.0,8.035896666666666
94.0,7.442120000000006
92.0,8.05742333333334
90.0,7.277979999999993
91.0,7.695413333333333
95.0,7.788799999999994
102.0,8.22559666666664
86.0,6.864646666666667
87.0,7.2575300000000045
96.0,7.834866666666647
86.0,6.968319999999998
91.0,7.4605533333333325
89.0,7.366206666666675
88.0,7.200016666666676
94.0,7.469789999999995
93.0,8.21124333333335
88.0,7.199020000000001
85.0,7.011349999999993
89.0,7.404163333333333
95.0,8.12000333333331
