16,1.709693333,3.904073333
34,2.688236667,3.96088
23,2.07387,3.977926667
28,2.288256667,3.997503333
30,2.57955,3.996886667
35,2.68933,3.97088
24,1.997886667,4.033403333
34,3.094473333,3.92557
28,2.25839,3.945553333
40,3.32418,3.93494
38,3.136466667,3.99012
29,2.484106667,4.013616667
37,2.957943333,3.97944
22,1.779343333,3.97967
28,2.431883333,3.947256667
27,1.921996667,3.980196667
19,1.69427,3.999513333
27,2.362123333,3.949003333
38,3.306753333,3.94724
34,2.842146667,3.954433333
32,2.55997,4.01793
24,2.080913333,3.908886667
34,3.07908,3.985666667
36,2.572356667,4.024976667
34,2.854376667,3.972973333
38,3.266686667,3.926323333
30,2.32408,3.97413
26,2.303583333,3.981396667
37,3.104716667,3.98475
27,2.238896667,3.96068
24,2.014333333,3.969243333
26,2.190776667,3.93567
29,2.42366,3.98765
32,2.432903333,3.91071
20,1.852283333,3.967533333
26,2.291303333,3.996583333
40,3.22573,4.00777
31,2.75801,3.96158
29,2.153793333,4.00746
27,2.252253333,3.992656667
27,2.19694,3.981026667
34,2.90975,4.0009
24,2.015413333,4.00853
27,2.068713333,4.0316
32,2.485183333,4.02938
20,1.892336667,4.000473333
34,2.801043333,3.955746667
30,2.610246667,3.952216667
30,2.4473,3.998606667
35,2.87899,3.940056667
33,2.864683333,3.953683333
36,2.883103333,3.99764
27,2.18462,3.989473333
24,2.22057,4.008366667
34,2.537526667,3.960566667
27,2.514913333,3.920636667
31,2.566263333,3.96628
36,2.5888,4.006633333
22,1.914906667,3.9762
26,2.256406667,4.03877
30,2.501633333,3.950373333
20,1.909746667,4.00023
31,2.42363,4.022183333
26,2.09542,3.96891
24,2.178486667,4.01281
33,2.57428,3.99065
30,2.48616,3.963793333
26,2.023613333,3.995326667
30,2.61244,3.965803333
30,2.77648,3.9477
36,2.614356667,3.97751
25,2.287173333,3.937656667
32,2.674903333,3.976726667
31,2.397013333,4.021366667
35,2.905786667,3.99289
