81.0,7.43005333333334
120.0,9.073619999999993
114.0,8.387906666666671
120.0,8.86602666666665
118.0,9.03988999999999
123.0,9.121843333333333
125.0,9.198523333333288
118.0,8.76348999999999
115.0,8.593316666666635
116.0,8.738133333333316
121.0,9.197756666666656
130.0,9.648123333333372
117.0,8.657680000000015
120.0,9.003190000000018
121.0,9.062933333333358
126.0,9.158476666666639
113.0,8.627766666666675
118.0,8.762686666666665
118.0,8.80700000000003
126.0,9.300383333333297
117.0,8.820116666666689
118.0,8.878353333333337
122.0,8.983953333333305
123.0,9.418346666666686
129.0,9.113326666666596
119.0,9.339353333333351
123.0,8.973449999999964
115.0,8.59032666666666
123.0,9.187666666666631
116.0,8.693733333333293
