61.0,6.680416666666669
97.0,7.9525700000000175
92.0,7.888166666666654
100.0,7.804689999999984
89.0,7.584690000000004
91.0,7.727896666666669
90.0,6.89120999999998
87.0,7.106483333333317
88.0,7.095026666666676
92.0,7.4994166666666535
88.0,7.137933333333312
97.0,7.648879999999999
94.0,7.570089999999992
86.0,6.973243333333323
93.0,6.927206666666661
80.0,6.735583333333315
82.0,6.781793333333313
96.0,7.536340000000002
93.0,7.428093333333354
95.0,7.613716666666694
95.0,7.967089999999991
92.0,6.783190000000033
89.0,7.809233333333341
89.0,7.534159999999985
97.0,8.059159999999986
94.0,7.305593333333324
91.0,7.456566666666652
94.0,7.3317799999999895
89.0,7.404553333333331
100.0,7.793029999999995
