31.0,3.8859899999999925
33.0,4.23532666666667
46.0,3.8628800000000094
37.0,3.8091666666666697
39.0,3.924863333333327
38.0,4.190010000000012
38.0,6.689009999999977
40.0,6.259890000000027
39.0,3.606073333333322
41.0,3.9003433333333275
38.0,4.983153333333351
45.0,5.777746666666683
45.0,4.888139999999998
46.0,4.8276766666666475
45.0,4.018400000000004
40.0,4.898040000000013
42.0,4.267320000000006
40.0,3.8896866666666665
43.0,4.261429999999989
45.0,3.924906666666682
42.0,4.262123333333319
39.0,4.120366666666657
43.0,3.961663333333334
36.0,4.816163333333331
33.0,6.494226666666663
38.0,8.347926666666657
43.0,7.694206666666654
43.0,6.2558666666666936
45.0,3.9914100000000015
40.0,3.709456666666674
